Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Alvarez R.","Predicting average regional yield and production of wheat in the Argentine Pampas by an artificial neural network approach",2009,"European Journal of Agronomy","10.1016/j.eja.2008.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57849083889&doi=10.1016%2fj.eja.2008.07.005&partnerID=40&md5=12b9b081ea5647fec6e18a4d7402e5c9","A regional analysis of the effects of soil and climate factors on wheat yield was performed in the Argentine Pampas in order to obtain models suitable for yield estimation and regional grain production prediction. Soil data from soil surveys and climate data from meteorological records were employed. Grain production information from statistics at county level was integrated at a geomorphological level. The Pampas was divided into 10 geographical units and data from 10 growing season were used (1995-2004). Surface regression and artificial neural networks (ANN) methodologies were tested for analyzing the data. Wheat yield was correlated to soil available water holding capacity (SAWHC) in the upper 100 cm of the profiles (r2 = 0.39) and soil organic carbon (SOC) content (r2 = 0.26). The climate factor with stronger effect on yield was the rainfall/crop potential evapotranspiration ratio (R/CPET) during the fallow and vegetative crop growing cycle periods summed (r2 = 0.31). The phototermal quotient (PQ) during the pre-anthesis period had also a significant effect on yield (r2 = 0.05). A surface regression response model was developed that account for 64% of spatial and interannual yield variance, but this model could not perform a better yield prediction than the blind guess technique. An ANN was fitted to the data that accounted for 76% of yield variability. Comparing predicted versus observed yield a lower RMSE (P = 0.05) was obtained using the ANN than using the regression or the blind guess methods. Regional production estimations performed by the ANN showed a good agreement with observed data with a RMSE equivalent to 7% of the whole surveyed area production. As variables used for the ANN development may be available around 40-60 days before wheat harvest, the methodology may be used for wheat production forecasting in the Pampas. © 2008 Elsevier B.V. All rights reserved.","Argentine Pampas; Wheat; Yield estimation","annual variation; artificial neural network; available water capacity; climate effect; comparative study; crop production; crop yield; evapotranspiration; geomorphology; prediction; regression analysis; soil profile; soil water potential; wheat; Argentina; Pampas; South America; Triticum aestivum",Article,Scopus
"Ren J., Chen Z., Zhou Q., Tang H.","Regional yield estimation for winter wheat with MODIS-NDVI data in Shandong, China",2008,"International Journal of Applied Earth Observation and Geoinformation","10.1016/j.jag.2007.11.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54849411536&doi=10.1016%2fj.jag.2007.11.003&partnerID=40&md5=504badb82a14eac21920876f79d5ccd2","The significance of crop yield estimation is well known in agricultural management and policy development at regional and national levels. The primary objective of this study was to test the suitability of the method, depending on predicted crop production, to estimate crop yield with a MODIS-NDVI-based model on a regional scale. In this paper, MODIS-NDVI data, with a 250 m resolution, was used to estimate the winter wheat (Triticum aestivum L.) yield in one of the main winter-wheat-growing regions. Our study region is located in Jining, Shandong Province. In order to improve the quality of remote sensing data and the accuracy of yield prediction, especially to eliminate the cloud-contaminated data and abnormal data in the MODIS-NDVI series, the Savitzky-Golay filter was applied to smooth the 10-day NDVI data. The spatial accumulation of NDVI at the county level was used to test its relationship with winter wheat production in the study area. A linear regressive relationship between the spatial accumulation of NDVI and the production of winter wheat was established using a stepwise regression method. The average yield was derived from predicted production divided by the growing acreage of winter wheat on a county level. Finally, the results were validated by the ground survey data, and the errors were compared with the errors of agro-climate models. The results showed that the relative errors of the predicted yield using MODIS-NDVI are between -4.62% and 5.40% and that whole RMSE was 214.16 kg ha-1 lower than the RMSE (233.35 kg ha-1) of agro-climate models in this study region. A good predicted yield data of winter wheat could be got about 40 days ahead of harvest time, i.e. at the booting-heading stage of winter wheat. The method suggested in this paper was good for predicting regional winter wheat production and yield estimation. © 2007 Elsevier B.V. All rights reserved.","China; MODIS; NDVI; Regional yield estimation; Remote sensing; Winter wheat","crop production; crop yield; MODIS; NDVI; regression analysis; wheat; Asia; China; Eurasia; Far East; Shandong; Triticum aestivum",Article,Scopus
"Mallick K., Bhattacharya B.K., Chaurasia S., Dutta S., Nigam R., Mukherjee J., Banerjee S., Kar G., Rao V.U.M., Gadgil A.S., Parihar J.S.","Evapotranspiration using MODIS data and limited ground observations over selected agroecosystems in India",2007,"International Journal of Remote Sensing","10.1080/01431160600935620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547108833&doi=10.1080%2f01431160600935620&partnerID=40&md5=27a6ea06f17dba1bc18618dc3eceec03","Plant growth processes and productivity of agroecosystems depend highly on evapotranspiration from the land (soil-crop cover complex) surface. A study was carried out using MODIS TERRA optical and thermal band data and ground observations to estimate evaporative fraction and daily actual evapotranspiration (AET) over agroecosystems in India. Five study regions, each covering a 10 km × 10 km area falling in agricultural land use, were selected for ground observations at a time closest to TERRA overpasses. The data on radiation and crop parameters in paddy (irrigated and rainfed), cotton (rainfed), groundnut (residual moisture) crops were recorded at 14-day intervals between August 2003 to January 2004 from 2 km × 2 km homogeneous crop patches within each study region. Eight MODIS scenes in seven optical (1, 2, 3, 4, 5, 6, 7) and two thermal bands (31, 32) level 1B data acquired from the National Remote Sensing Agency, Hyderabad, India and resampled at 1 km, were used to generate surface albedo (α), land surface temperature (Ts,MODIS) and emissivity (εs). Evaporative fraction and daily AET were generated using a single source energy balance approach with (i) ground based observations only ('stand alone' approach), and (ii) 'fusion' of MODIS derived land surface variables on cloud free dates and coincident ground observations. Land cover classes were assigned using a hierarchical decision rule applied to multi-date Normalized Difference Vegetation Index (NDVI). The exponential model could be fitted between 1-EFins,ground (ground based evaporative fraction) and difference between Ts,MODIS and air temperature (Ta) with R2= 0.77. Linear fit (R2=0.74) could be obtained between 1-EFins,ground and temperature vegetation dryness index (TVDI), derived from Ts,MODIS-NDVI triangle. Energy balance daily AET from the 'fusion' approach was found to deviate from water balance AET by between 4.3% to 24.5% across five study sites with a mean deviation of 11.6%. The root mean square error (RMSE) from the energy balance AET was found to be 8% of the mean water balance AET. The satellite based energy balance approach can be used to generate spatial AET, but needs more refinements before operational use in the light of progress in algorithms and their validation with huge datasets.",,"Agriculture; Energy balance; Evapotranspiration; Land use; Mathematical models; Temperature; Agricultural land use; Agroecosystems; Land surface temperature; Normalized difference vegetation index (NDVI); Root mean square error (RMSE); Ecosystems; agricultural ecosystem; algorithm; data acquisition; data set; energy balance; estimation method; evapotranspiration; land cover; land use; MODIS; NDVI; numerical model; observational method; remote sensing; satellite data; Asia; Eurasia; India; South Asia; Gossypium hirsutum",Article,Scopus
"Wang X., Frankenberger J.R., Kladivko E.J.","Uncertainties in DRAINMOD predictions of subsurface drain flow for an Indiana silt loam using the GLUE methodology",2006,"Hydrological Processes","10.1002/hyp.6080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748805782&doi=10.1002%2fhyp.6080&partnerID=40&md5=40f2d7a458cf1f0009d3e4d9c4dc8d2f","Good modelling practice requires the incorporation of uncertainty analysis into hydrologic/water quality models. The generalized likelihood uncertainty estimation procedure was used to evaluate the uncertainty in DRAINMOD predictions of daily, monthly, and yearly subsurface drain flow. A variance-based sensitivity analysis technique, the extended Fourier amplitude sensitivity test, was used to identify the main sources of prediction uncertainty. The analysis was conducted for the experimental drainage field at the Southeast Purdue Agricultural Center in Indiana. Six years of data were used and the uncertainties in eight model parameters were considered to analyse how uncertainties in input parameters propagate to model outputs. The width of 90% confidence interval bands of drain flow ranged from 0 to 0.6 cm day-1 for daily predictions, from 0 to 3.1 cm month-1 for the monthly predictions, and from 7.6 to 12.4 cm year-1 for yearly predictions. Annual drain flow predicted by DRAINMOD fell well within the 90% confidence bounds. Model results were most sensitive to the vertical saturated hydraulic conductivity of the restrictive layer and the lateral hydraulic conductivity of the deepest soil layer, followed by the lateral hydraulic conductivity of the top soil layer and surface micro-storage. Parameter interactions also contributed to the prediction uncertainty. Copyright © 2006 John Wiley &amp; Sons, Ltd.","DRAINMOD; GLUE procedure; Likelihood measure; Parameter uncertainty; Sensitivity analysis; Subsurface drainage; Uncertainty analysis","Estimation; Hydraulic conductivity; Hydrology; Mathematical models; Sensitivity analysis; Water analysis; Water quality; Likelihood measure; Parameter uncertainty; Subsurface drainage; Uncertainty analysis; Drainage; Drainage; Estimation; Hydraulic conductivity; Hydrology; Mathematical models; Sensitivity analysis; Water analysis; Water quality; confidence interval; drainage; sensitivity analysis; subsurface flow; uncertainty analysis; water quality",Article,Scopus
"Khanal S., Fulton J., Klopfenstein A., Douridas N., Shearer S.","Integration of high resolution remotely sensed data and machine learning techniques for spatial prediction of soil properties and corn yield",2018,"Computers and Electronics in Agriculture","10.1016/j.compag.2018.07.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051813285&doi=10.1016%2fj.compag.2018.07.016&partnerID=40&md5=f88231bcc963271d989c5def60eca012","Widespread adoption of precision agriculture requires timely acquisition of low-cost, high quality soil and crop yield maps. Integration of remotely sensed data and machine learning algorithms offers cost-and time-effective approach for spatial prediction of soil properties and crop yield compared to conventional approaches. The objectives of this study were to: (i) evaluate the role of remotely sensed images; (ii) compare the performance of various machine learning algorithms; and (iii) identify the importance of remotely sensed image-derived variables, in spatial prediction of soil properties and corn yield. This study integrated field based data on five soil properties (i.e., soil organic matter (SOM), cation exchange capacity (CEC), magnesium (Mg), potassium (K), and pH) and yield monitor based corn yield data with multispectral aerial images and topographic data, both collected in 2013, from seven fields at the Molly Caren Farm near London, Ohio. Digital elevation model data, at a resolution of 1 m, was used to derive topographic properties of the fields. Multispectral images collected at bare-soil conditions, at a resolution 0.30 m, were used to derive soil and vegetation indices. Models developed for prediction of soil properties and corn yield using linear regression (LM) and five machine learning algorithms (i.e., Random Forest (RF); Neural Network (NN); Support Vector Machine (SVM) with radial and linear kernel functions; Gradient Boosting Model (GBM); and Cubist (CU)) were evaluated in terms of coefficient of determination (R2) and root mean square error (RMSE). Machine learning algorithms were found to outperform LM algorithm for most of the times with a higher R2 and lower RMSE. Based on models for seven fields, on average, NN provided the highest accuracy for SOM (R2 = 0.64, RMSE = 0.44) and CEC (R2 = 0.67, RMSE = 2.35); SVM for K (R2 = 0.21, RMSE = 0.49) and Mg (R2 = 0.22, RMSE = 4.57); and GBM for pH (R2 = 0.15, RMSE = 0.62). For corn yield, RF consistently outperformed other models and provided higher accuracy (R2 = 0.53, RMSE = 0.97). Soil and vegetation indices based on bare-soil imagery played a more significant role in demonstrating in-field variability of corn yield and soil properties than topographic variables. The accuracy of the models developed for prediction of soil properties and corn yield observed in this study suggested that the approach of integrating remotely sensed data and machine learning algorithms are promising for mapping soil properties and corn yield at a local scale, which can be useful in locating areas of potential concerns and implementing site-specific farming practices. © 2018 Elsevier B.V.","DEM; Mapping; Remote sensing; Soil; Yield","Adaptive boosting; Antennas; Artificial intelligence; Crops; Data integration; Decision trees; Forecasting; Forestry; Mapping; Mean square error; Remote sensing; Support vector machines; Surveying; Vegetation; Cation exchange capacities; Coefficient of determination; Digital elevation model data; Linear kernel functions; Machine learning techniques; Remotely sensed images; Root mean square errors; Yield; Soils; agricultural practice; cation exchange capacity; crop yield; machine learning; magnesium; maize; precision agriculture; remote sensing; soil organic matter; spatial analysis; England; London [England]; Ohio; United Kingdom; United States; Zea mays",Article,Scopus
"Niazian M., Sadat-Noori S.A., Abdipour M.","Modeling the seed yield of Ajowan (Trachyspermum ammi L.) using artificial neural network and multiple linear regression models",2018,"Industrial Crops and Products","10.1016/j.indcrop.2018.03.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043455365&doi=10.1016%2fj.indcrop.2018.03.013&partnerID=40&md5=2866ad418d36c128182d864cc7975349","Ajowan is a medicinal plant with useful pharmaceutical compounds in its seeds. Seed yield improvement in ajowan through a better understanding of the relationship between seed yield and its components is one of the most important goals of any breeding program. In the present study, artificial neural network (ANN) along with multiple regression model (MLR) were applied to predict the seed yield of ajowan through seed yield components. According to the simple correlation analysis, four characters (number of secondary branches, shoot dry weight, number of umbellets in an inflorescence, and biological yield) were selected as input variables in both artificial neural network and multiple linear regressions models. The network with SigmoidAxon transfer function, Levenberg-Marquart learning algorithm, one hidden layer with four neurons, 1000 training epochs and with a root mean square error (RMSE) of 0.147, a mean absolute error (MAE) of 0.127 and a determination coefficient (R2) of 0.932 was selected as the final ANN model. The performance of ANN was better than MLR with a RMSE of 0.210 and a r2 of 0.792. Biological yield and shoot dry weight were the most important yield components traits that affect the seed yield of ajowan and assigned as selection criteria using both ANN and MLR models. © 2018 Elsevier B.V.","Ajowan; Artificial intelligence; Medicinal plant; Multi-layer perceptron; Selection criteria","Artificial intelligence; Linear regression; Mean square error; Neural networks; Plants (botany); Ajowan; Determination coefficients; Medicinal plants; Multi layer perceptron; Multiple linear regression models; Multiple linear regressions; Multiple regression model; Selection criteria; Regression analysis; artificial intelligence; artificial neural network; drug; herb; medicinal plant; modeling; multiple regression; numerical model; plant breeding; Trachyspermum ammi",Article,Scopus
"Femeena P.V., Sudheer K.P., Cibin R., Chaubey I.","Spatial optimization of cropping pattern for sustainable food and biofuel production with minimal downstream pollution",2018,"Journal of Environmental Management","10.1016/j.jenvman.2018.01.060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041505125&doi=10.1016%2fj.jenvman.2018.01.060&partnerID=40&md5=db6a5585ff5b1a46bfd3bedd842377ef","Biofuel has emerged as a substantial source of energy in many countries. In order to avoid the ‘food versus fuel competition’, arising from grain-based ethanol production, the United States has passed regulations that require second generation or cellulosic biofeedstocks to be used for majority of the biofuel production by 2022. Agricultural residue, such as corn stover, is currently the largest source of cellulosic feedstock. However, increased harvesting of crops residue may lead to increased application of fertilizers in order to recover the soil nutrients lost from the residue removal. Alternatively, introduction of less-fertilizer intensive perennial grasses such as switchgrass (Panicum virgatum L.) and Miscanthus (Miscanthus x giganteus Greef et Deu.) can be a viable source for biofuel production. Even though these grasses are shown to reduce nutrient loads to a great extent, high production cost have constrained their wide adoptability to be used as a viable feedstock. Nonetheless, there is an opportunity to optimize feedstock production to meet bioenergy demand while improving water quality. This study presents a multi-objective simulation optimization framework using Soil and Water Assessment Tool (SWAT) and Multi Algorithm Genetically Adaptive Method (AMALGAM) to develop optimal cropping pattern with minimum nutrient delivery and minimum biomass production cost. Computational time required for optimization was significantly reduced by loose coupling SWAT with an external in-stream solute transport model. Optimization was constrained by food security and biofuel production targets that ensured not more than 10% reduction in grain yield and at least 100 million gallons of ethanol production. A case study was carried out in St. Joseph River Watershed that covers 280,000 ha area in the Midwest U.S. Results of the study indicated that introduction of corn stover removal and perennial grass production reduce nitrate and total phosphorus loads without compromising on food and biofuel production. Optimization runs yielded an optimal cropping pattern with 32% of watershed area in stover removal, 15% in switchgrass and 2% in Miscanthus. The optimal scenario resulted in 14% reduction in nitrate and 22% reduction in total phosphorus from the baseline. This framework can be used as an effective tool to take decisions regarding environmentally and economically sustainable strategies to minimize the nutrient delivery at minimal biomass production cost, while simultaneously meeting food and biofuel production targets. © 2018 Elsevier Ltd","Bioenergy; Non-point source pollution; Spatial optimization; SWAT","nitrate; phosphorus; biofuel; bioenergy; biofuel; cellulose; crop residue; ethanol; farming system; food production; food security; grass; nonpoint source pollution; optimization; reduction; soil and water assessment tool; spatial analysis; sustainability; Article; biofuel production; biomass production; cropping system; food industry; food security; grain yield; model; Multi Algorithm Genetically Adaptive Method; Panicum virgatum; perennial plant; process optimization; Soil and Water Assessment Tool; stream (river); water pollution; watershed; biomass; Panicum; soil; United States; Louisiana; Midwest; Saint Joseph; United States; Miscanthus; Miscanthus x giganteus; Panicum virgatum; Poaceae; Zea mays; Biofuels; Biomass; Midwestern United States; Panicum; Soil",Article,Scopus
"Famien A.M., Janicot S., Delfin Ochou A., Vrac M., Defrance D., Sultan B., Noël T.","A bias-corrected CMIP5 dataset for Africa using the CDF-t method - A contribution to agricultural impact studies",2018,"Earth System Dynamics","10.5194/esd-9-313-2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044731293&doi=10.5194%2fesd-9-313-2018&partnerID=40&md5=919a226347456cf209a28b9146dc6691","The objective of this paper is to present a new dataset of bias-corrected CMIP5 global climate model (GCM) daily data over Africa. This dataset was obtained using the cumulative distribution function transform (CDF-t) method, a method that has been applied to several regions and contexts but never to Africa. Here CDF-t has been applied over the period 1950-2099 combining Historical runs and climate change scenarios for six variables: precipitation, mean near-surface air temperature, near-surface maximum air temperature, near-surface minimum air temperature, surface downwelling shortwave radiation, and wind speed, which are critical variables for agricultural purposes. WFDEI has been used as the reference dataset to correct the GCMs. Evaluation of the results over West Africa has been carried out on a list of priority user-based metrics that were discussed and selected with stakeholders. It includes simulated yield using a crop model simulating maize growth. These bias-corrected GCM data have been compared with another available dataset of bias-corrected GCMs using WATCH Forcing Data as the reference dataset. The impact of WFD, WFDEI, and also EWEMBI reference datasets has been also examined in detail. It is shown that CDF-t is very effective at removing the biases and reducing the high inter-GCM scattering. Differences with other bias-corrected GCM data are mainly due to the differences among the reference datasets. This is particularly true for surface downwelling shortwave radiation, which has a significant impact in terms of simulated maize yields. Projections of future yields over West Africa are quite different, depending on the bias-correction method used. However all these projections show a similar relative decreasing trend over the 21st century. © Author(s) 2018.",,"Agriculture; Atmospheric temperature; Climate change; Distribution functions; Wind; Agricultural impacts; Agricultural purpose; Bias-correction methods; Climate change scenarios; Cumulative distribution function; Global climate model; Near surface air temperature; Short-wave radiation; Climate models; Zea mays",Article,Scopus
"Khan Z., Rahimi-Eichi V., Haefele S., Garnett T., Miklavcic S.J.","Estimation of vegetation indices for high-throughput phenotyping of wheat using aerial imaging",2018,"Plant Methods","10.1186/s13007-018-0287-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043775154&doi=10.1186%2fs13007-018-0287-6&partnerID=40&md5=d107f018a5af77742b455dd6c097f958","Background: Unmanned aerial vehicles offer the opportunity for precision agriculture to efficiently monitor agricultural land. A vegetation index (VI) derived from an aerially observed multispectral image (MSI) can quantify crop health, moisture and nutrient content. However, due to the high cost of multispectral sensors, alternate, low-cost solutions have lately received great interest. We present a novel method for model-based estimation of a VI using RGB color images. The non-linear spatio-spectral relationship between the RGB image of vegetation and the index computed by its corresponding MSI is learned through deep neural networks. The learned models can be used to estimate VI of a crop segment. Results: Analysis of images obtained in wheat breeding trials show that the aerially observed VI was highly correlated with ground-measured VI. In addition, VI estimates based on RGB images were highly correlated with VI deduced from MSIs. Spatial, spectral and temporal information of images contributed to estimation of VI. Both intra-variety and inter-variety differences were preserved by estimated VI. However, VI estimates were reliable until just before significant appearance of senescence. Conclusion: The proposed approach validates that it is reasonable to accurately estimate VI using deep neural networks. The results prove that RGB images contain sufficient information for VI estimation. It demonstrates that low-cost VI measurement is possible with standard RGB cameras. © 2018 The Author(s).","Deep learning; Phenotyping; Precision agriculture; Wheat",,Article,Scopus
"Thompson M.E.","Dynamic data science and official statistics",2018,"Canadian Journal of Statistics","10.1002/cjs.11322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042163504&doi=10.1002%2fcjs.11322&partnerID=40&md5=0ebb51210a0b6ed6cc3702a5d3de90f4","Many of the challenges and opportunities of data science have to do with dynamic factors: a growing volume of administrative and commercial data on individuals and establishments, continuous flows of data and the capacity to analyze and summarize them in real time, and the necessity for resources to maintain them. With its emphasis on data quality and supportable results, the practice of Official Statistics faces a variety of statistical and data science issues. This article discusses the importance of population frames and their maintenance; the potential for use of multi-frame methods and linkages; how the use of large scale non-survey data may shape the objects of inference; the complexity of models for large data sets; the importance of recursive methods and regularization; and the benefits of sophisticated spatial visualization tools in capturing spatial variation and temporal change. The Canadian Journal of Statistics 46: 10–23; 2018 © 2017 Statistical Society of Canada. © 2017 Statistical Society of Canada","Combining data sources; Dimension reduction; large-scale data; MSC 2010: Primary 62D99; recursive methods; secondary 62P99; visualization",,Review,Scopus
"Boongaling C.G.K., Faustino-Eslava D.V., Lansigan F.P.","Modeling land use change impacts on hydrology and the use of landscape metrics as tools for watershed management: The case of an ungauged catchment in the Philippines",2018,"Land Use Policy","10.1016/j.landusepol.2017.12.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038829213&doi=10.1016%2fj.landusepol.2017.12.042&partnerID=40&md5=c6c26b90c554752c336e122003c739a5","The impacts of land use/land cover (LULC) change and the relationship between landscape pattern and hydrologic processes in the ungauged Calumpang watershed, Batangas, Philippines were studied. LULC change from 2003 to 2008 included an increase in built-up areas (69%) and a reduction of mixed vegetation including riparian vegetation (−10%), which have significant effects on hydrology. Using the Soil and Water Assessment Tool (SWAT), significant increases in surface runoff (5%) and sediment yield (6%) and a reduction in baseflow (−11%) were shown. Spatial and temporal variations of the impacts were observed: degraded sub-basins experienced increased streamflow (up to 31%) during stormy months and reduced baseflow (up to −26%) during dry months. In contrast, improved sub-basins decreased stormflow (up to −4%), and increased baseflow (up to 5%) during dry months. Nine landscape metrics known to affect hydrology were quantified using Fragstats and were correlated with surface runoff, baseflow and sediment yield using partial least square (PLS) regression. The results indicated that increasing patch density and largest patch index of agricultural and forested landscapes, respectively, leads to a decrease in surface runoff and sediment yield while increasing baseflow. In contrast, increasing cohesion and aggregation index of agricultural and forested landscapes, respectively, results to an increase in surface runoff and sediment yield as baseflow decreases. Although more observed data is needed for validation, the relationship model produced in this study can be applied to new data or used for scenario analysis. When coupled with economic, social and political assessments, the model serves as a useful tool in formulating comprehensive watershed management and land use policies. © 2017 Elsevier Ltd","Calumpang watershed; Land use change; Landscape metrics; SWAT; Watershed management","baseflow; catchment; hydrological response; land use change; least squares method; runoff; sediment yield; soil and water assessment tool; spatiotemporal analysis; water management; watershed; Batangas; CALABARZON; Philippines",Article,Scopus
"Mirici M.E., Berberoglu S., Akin A., Satir O.","Land use/cover change modelling in a mediterranean rural landscape using multi-layer perceptron and markov chain (MLP-MC)",2018,"Applied Ecology and Environmental Research","10.15666/aeer/1601_467486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041700620&doi=10.15666%2faeer%2f1601_467486&partnerID=40&md5=4d536c801c5576c923cab4bfffb0284a","Mediterranean land use and land cover (LULC) have a very dynamic structure as a result of continuous transformation process due to anthropogenic effects and environmental gradients. LULC dynamics are important indicator of environmental condition in temporal and spatial scales. The aim of this paper was to simulate the future LULC of a Mediterranean type watershed located at the Eastern Mediterranean Region of Turkey by incorporating multi-layer perceptron (MLP), artificial neural network (ANN) and Markov chain (MC) approaches. Landsat TM/OLI images in 1990, 2003 and 2014 over the study area were classified using hybrid classification approach. The Kappa statistics of the hybrid classification that combines K-means, decision tree and object based classification method for these three images were 0.81, 0.85 and 0.87 respectively. The LULC map of 2014 was simulated using LULC maps of 1990 and 2003 for calibration and validation. The simulation results were compared with the actual 2014 LULC map to assess the accuracy of the simulation, and the rate of overlap was found as 89%. LULC map of 2025 was estimated using LULC maps of 2003 and 2014. These results indicated that, the area of bareground will reduce 13.31% whereas the rate of forest and agricultural area will increase 8.70% and 6.51% respectively. © 2018, ALÖKI Kft., Budapest, Hungary.","Change detection; Future prediction; Hybrid classification; Land use/land cover (LULC); Markov chain; Multi-layer perceptron (MLP)",,Article,Scopus
"Fieuzal R., Baup F.","Forecast of wheat yield throughout the agricultural season using optical and radar satellite images",2017,"International Journal of Applied Earth Observation and Geoinformation","10.1016/j.jag.2017.03.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059201279&doi=10.1016%2fj.jag.2017.03.011&partnerID=40&md5=c5eb56bec2d621fe7a5ea27f7cd7bc3d","The aim of this study is to estimate the capabilities of forecasting the yield of wheat using an artificial neural network combined with multi-temporal satellite data acquired at high spatial resolution throughout the agricultural season in the optical and/or microwave domains. Reflectance (acquired by Formosat-2, and Spot 4–5 in the green, red, and near infrared wavelength) and multi-configuration backscattering coefficients (acquired by TerraSAR-X and Radarsat-2 in the X- and C-bands, at co- (abbreviated HH and VV) and cross-polarization states (abbreviated HV and VH)) constitute the input variable of the artificial neural networks, which are trained and validated on the successively acquired images, providing yield forecast in near real-time conditions. The study is based on data collected over 32 fields of wheat distributed over a study area located in southwestern France, near Toulouse. Among the tested sensor configurations, several satellite data appear useful for the yield forecasting throughout the agricultural season (showing coefficient of determination (R2) larger than 0.60 and a root mean square error (RMSE) lower than 9.1 quintals by hectare (q ha−1)): CVH, CHV, or the combined used of XHH and CHH, CHH and CHV, or green reflectance and CHH. Nevertheless, the best accurate forecast (R2 = 0.76 and RMSE = 7.0 q ha−1) is obtained longtime before the harvest (on day 98, during the elongation of stems) using the combination of co- and cross-polarized backscattering coefficients acquired in the C-band (CVV and CVH). These results highlight the high interest of using synthetic aperture radar (SAR) data instead of optical ones to early forecast the yield before the harvest of wheat. © 2017 Elsevier B.V.","Artificial neural networks; Formosat-2; Microwave; Optical; Radarsat-2; Spot-4/5; TerraSAR-X; Wheat; Yield forecast","artificial neural network; crop yield; forecasting method; FORMOSAT; optical method; radar imagery; RADARSAT; satellite imagery; season; SPOT; TerraSAR-X; wheat; Triticum aestivum",Article,Scopus
"Kumar K.K., Sankar V., Karunakaran G., Sakthivel T., PC T.","Non-destructive estimation of leaf area of durian (Durio zibethinus) – An artificial neural network approach",2017,"Scientia Horticulturae","10.1016/j.scienta.2017.03.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016239776&doi=10.1016%2fj.scienta.2017.03.028&partnerID=40&md5=57d379361cb6386ae36991d8b109086e","Non destructive estimation of leaf area is necessary for taking successive observations on the same leaf. Usually, a common method for developing leaf area estimation models was to execute regression analysis by taking leaf area as dependant variable and leaf parameters as independent variables. However, the regression analysis applicable only when there is a relation between dependent and independent variables. Therefore, the objective of this work was to develop an artificial neural network (ANN) model including leaf length and leaf width as inputs and to make comparison with regression models. Leaf area (LA) of Durain (Durio zibethinus) was estimated by ANN and regression models. Among the linear regression models (LRM), the equation LA = 0.888 (L*W) − 4.961 (R2 = 0.91, MSE = 5.17) was found to be the best fitting for durian. In ANN modelling best fitting results were obtained with two input nodes (leaf length and leaf width), one hidden layer, and one output layer (leaf area) as 2-1-1. Based on the values of root mean square error (RMSE), mean absolute error (MAE), mean absolute percentage error (MAPE) and coefficient determination (R2), ANN model was found to be more accurate both in terms of training (R2 = 0.96, RMSE = 3.77, MAE = 2.41 and MAPE = 7.77) and testing phases (R2 = 0.94, RMSE = 4.81, MAE = 2.91 and MAPE = 0.05) than the best fitting regression model. Hence ANN method may be used as an alternative or supportive model in the estimation of leaf area of durian. © 2017 Elsevier B.V.","Artificial neural network; Leaf area; Leaf length; Leaf width; Linear regression model; Non destructive","angiosperm; artificial neural network; estimation method; leaf area; nondestructive testing; numerical model; physiology; regression analysis; Durio zibethinus",Article,Scopus
"Poudel S., Kulshreshtha S.N., Wheaton E.","The economic impacts of climate change and climatic extremes on the mixed farms of the Canadian Prairie",2017,"International Journal of Climate Change: Impacts and Responses","10.18848/1835-7156/CGP/V09I04/35-52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044382526&doi=10.18848%2f1835-7156%2fCGP%2fV09I04%2f35-52&partnerID=40&md5=5447828261c9b4f0260e56c9807f54f4","The impacts of climate change as well as its variability were assessed by including projected inter-annual climate variabilities and their economic impacts on mixed-farm settings. A whole farm simulation model was developed to integrate models of beef cattle and crop production with models of economic decisions. The results indicated that the Canadian Prairie mixed-farm business is a viable enterprise for both the baseline and future scenarios. The estimated impacts on beef cattle and crops as well as on the farm as a whole imply that both crop and beef cattle production would benefit from future climate change. Frequent feed shortages may occur due to weather extremes in the future, but they are not serious enough to threaten the viability of mixed farms. At the whole-farm level, climate change would bring positive impacts by increasing the long-term profitability, liquidity, and net worth positions of Prairie mixed farms. However, many research gaps exist and optimistic climate and yield scenarios were used. Policies should emphasize developing early warning systems and climate-resilient management and technologies to better adapt to the impacts of extreme climate events, with the objectives of minimizing impacts and optimizing benefits. © 2016, Common Ground Research Networks.","Adaptation; Cash flow; Climate change; Climate extremes; Economic impacts; Farm profitability; Inter-annual variability; Liquidity",,Article,Scopus
